id,allocation_run_id,gender_group,compatibility_score,members,room_number
Room 596,run_adf91595,Female_Electronics_Yr4th Year,0.9876,"Student_0799a8e0::student_0799a8e0@example.com::Electronics::4th Year,Student_375bd72a::student_375bd72a@example.com::Electronics::4th Year,Student_c8702cb7::student_c8702cb7@example.com::Electronics::4th Year",
Room 597,run_adf91595,Female_Electronics_Yr4th Year,0.9876,"Student_a7f87c0b::student_a7f87c0b@example.com::Electronics::4th Year,Student_f33286bd::student_f33286bd@example.com::Electronics::4th Year,Student_31d940a6::student_31d940a6@example.com::Electronics::4th Year",
Room 598,run_adf91595,Female_Electronics_Yr4th Year,0.9875,"Student_9e57baa8::student_9e57baa8@example.com::Electronics::4th Year,Student_0140be9a::student_0140be9a@example.com::Electronics::4th Year,Student_c5e0eff0::student_c5e0eff0@example.com::Electronics::4th Year",
Room 599,run_adf91595,Female_Electronics_Yr4th Year,0.9874,"Student_567941c6::student_567941c6@example.com::Electronics::4th Year,Student_8d836ea9::student_8d836ea9@example.com::Electronics::4th Year,Student_a67d131b::student_a67d131b@example.com::Electronics::4th Year",
Room 600,run_adf91595,Female_Electronics_Yr4th Year,0.9871,"Student_6152e820::student_6152e820@example.com::Electronics::4th Year,Student_4d08c9fe::student_4d08c9fe@example.com::Electronics::4th Year,Student_a0fd0ab7::student_a0fd0ab7@example.com::Electronics::4th Year",
Room 601,run_adf91595,Female_Electronics_Yr4th Year,0.987,"Student_62af1fbc::student_62af1fbc@example.com::Electronics::4th Year,Student_30af448c::student_30af448c@example.com::Electronics::4th Year,Student_2467f22f::student_2467f22f@example.com::Electronics::4th Year",
Room 602,run_adf91595,Female_Electronics_Yr4th Year,0.9868,"Student_a51251ad::student_a51251ad@example.com::Electronics::4th Year,Student_7f44e3db::student_7f44e3db@example.com::Electronics::4th Year,Student_da43fcfe::student_da43fcfe@example.com::Electronics::4th Year",
Room 603,run_adf91595,Female_Electronics_Yr4th Year,0.9864,"Student_40e6370a::student_40e6370a@example.com::Electronics::4th Year,Student_c734f6c1::student_c734f6c1@example.com::Electronics::4th Year,Student_9378713a::student_9378713a@example.com::Electronics::4th Year",
Room 604,run_adf91595,Female_Electronics_Yr4th Year,0.9864,"Student_d96bc0b8::student_d96bc0b8@example.com::Electronics::4th Year,Student_588d2cb3::student_588d2cb3@example.com::Electronics::4th Year,Student_0a3c9310::student_0a3c9310@example.com::Electronics::4th Year",
Room 605,run_adf91595,Female_Electronics_Yr4th Year,0.9863,"Student_0c3eeb5d::student_0c3eeb5d@example.com::Electronics::4th Year,Student_7bc1e771::student_7bc1e771@example.com::Electronics::4th Year,Student_09f0770b::student_09f0770b@example.com::Electronics::4th Year",
Room 606,run_adf91595,Female_Electronics_Yr4th Year,0.9862,"Student_5240425e::student_5240425e@example.com::Electronics::4th Year,Student_c522fa47::student_c522fa47@example.com::Electronics::4th Year,Student_a43e82ce::student_a43e82ce@example.com::Electronics::4th Year",
Room 607,run_adf91595,Female_Electronics_Yr4th Year,0.9862,"Student_80cdb547::student_80cdb547@example.com::Electronics::4th Year,Student_1bb17712::student_1bb17712@example.com::Electronics::4th Year,Student_3fb89be3::student_3fb89be3@example.com::Electronics::4th Year",
Room 608,run_adf91595,Female_Electronics_Yr4th Year,0.9862,"Student_d19cf6d0::student_d19cf6d0@example.com::Electronics::4th Year,Student_1c91dd6c::student_1c91dd6c@example.com::Electronics::4th Year,Student_2fa6009e::student_2fa6009e@example.com::Electronics::4th Year",
Room 609,run_adf91595,Female_Electronics_Yr4th Year,0.9859,"Student_d21aac45::student_d21aac45@example.com::Electronics::4th Year,Student_68f134ba::student_68f134ba@example.com::Electronics::4th Year,Student_5bfdd6b1::student_5bfdd6b1@example.com::Electronics::4th Year",
Room 610,run_adf91595,Female_Electronics_Yr4th Year,0.9858,"Student_d006ee39::student_d006ee39@example.com::Electronics::4th Year,Student_00126b9a::student_00126b9a@example.com::Electronics::4th Year,Student_e1b6aa15::student_e1b6aa15@example.com::Electronics::4th Year",
Room 611,run_adf91595,Female_Electronics_Yr4th Year,0.9857,"Student_21e0d83c::student_21e0d83c@example.com::Electronics::4th Year,Student_d4af06e3::student_d4af06e3@example.com::Electronics::4th Year,Student_76e7daca::student_76e7daca@example.com::Electronics::4th Year",
Room 612,run_adf91595,Female_Electronics_Yr4th Year,0.9855,"Student_91862122::student_91862122@example.com::Electronics::4th Year,Student_207aaf21::student_207aaf21@example.com::Electronics::4th Year,Student_ada2115b::student_ada2115b@example.com::Electronics::4th Year",
Room 613,run_adf91595,Female_Electronics_Yr4th Year,0.9855,"Student_0f0c17ed::student_0f0c17ed@example.com::Electronics::4th Year,Student_8e0de426::student_8e0de426@example.com::Electronics::4th Year,Student_bd86f687::student_bd86f687@example.com::Electronics::4th Year",
Room 614,run_adf91595,Female_Electronics_Yr4th Year,0.9852,"Student_78c18a44::student_78c18a44@example.com::Electronics::4th Year,Student_70cd1438::student_70cd1438@example.com::Electronics::4th Year,Student_5fc27f3c::student_5fc27f3c@example.com::Electronics::4th Year",
Room 615,run_adf91595,Female_Electronics_Yr4th Year,0.9852,"Student_7bf2fa8a::student_7bf2fa8a@example.com::Electronics::4th Year,Student_fcd05b8d::student_fcd05b8d@example.com::Electronics::4th Year,Student_c8c3e227::student_c8c3e227@example.com::Electronics::4th Year",
Room 616,run_adf91595,Female_Electronics_Yr4th Year,0.9852,"Student_94c4ab7c::student_94c4ab7c@example.com::Electronics::4th Year,Student_1f556ffe::student_1f556ffe@example.com::Electronics::4th Year,Student_16908525::student_16908525@example.com::Electronics::4th Year",
Room 617,run_adf91595,Female_Electronics_Yr4th Year,0.9852,"Student_8bfbbdd9::student_8bfbbdd9@example.com::Electronics::4th Year,Student_670183fd::student_670183fd@example.com::Electronics::4th Year,Student_9cdaf981::student_9cdaf981@example.com::Electronics::4th Year",
Room 618,run_adf91595,Female_Electronics_Yr4th Year,0.9851,"Student_f9767020::student_f9767020@example.com::Electronics::4th Year,Student_3f33e3da::student_3f33e3da@example.com::Electronics::4th Year,Student_5f4e977a::student_5f4e977a@example.com::Electronics::4th Year",
Room 619,run_adf91595,Female_Electronics_Yr4th Year,0.985,"Student_c701958d::student_c701958d@example.com::Electronics::4th Year,Student_aea89d8f::student_aea89d8f@example.com::Electronics::4th Year,Student_e5998e2b::student_e5998e2b@example.com::Electronics::4th Year",
Room 620,run_adf91595,Female_Electronics_Yr4th Year,0.9848,"Student_9aa23453::student_9aa23453@example.com::Electronics::4th Year,Student_a02fb690::student_a02fb690@example.com::Electronics::4th Year,Student_a50330ee::student_a50330ee@example.com::Electronics::4th Year",
Room 621,run_adf91595,Female_Electronics_Yr4th Year,0.9847,"Student_c802d161::student_c802d161@example.com::Electronics::4th Year,Student_e6dc3269::student_e6dc3269@example.com::Electronics::4th Year,Student_014aad74::student_014aad74@example.com::Electronics::4th Year",
Room 622,run_adf91595,Female_Electronics_Yr4th Year,0.9847,"Student_cfe0ccd4::student_cfe0ccd4@example.com::Electronics::4th Year,Student_648c66a5::student_648c66a5@example.com::Electronics::4th Year,Student_6f3da5e2::student_6f3da5e2@example.com::Electronics::4th Year",
Room 623,run_adf91595,Female_Electronics_Yr4th Year,0.9844,"Student_bbc97eda::student_bbc97eda@example.com::Electronics::4th Year,Student_f3e442e9::student_f3e442e9@example.com::Electronics::4th Year,Student_12051633::student_12051633@example.com::Electronics::4th Year",
Room 624,run_adf91595,Female_Electronics_Yr4th Year,0.9842,"Student_41df89ac::student_41df89ac@example.com::Electronics::4th Year,Student_eb952800::student_eb952800@example.com::Electronics::4th Year,Student_9556143b::student_9556143b@example.com::Electronics::4th Year",
Room 625,run_adf91595,Female_Electronics_Yr4th Year,0.9839,"Student_dcf9a27f::student_dcf9a27f@example.com::Electronics::4th Year,Student_03d08033::student_03d08033@example.com::Electronics::4th Year,Student_12bf01c0::student_12bf01c0@example.com::Electronics::4th Year",
Room 626,run_adf91595,Female_Electronics_Yr4th Year,0.9839,"Student_101a4d1c::student_101a4d1c@example.com::Electronics::4th Year,Student_8e31bf2d::student_8e31bf2d@example.com::Electronics::4th Year,Student_922be882::student_922be882@example.com::Electronics::4th Year",
Room 627,run_adf91595,Female_Electronics_Yr4th Year,0.9836,"Student_06e662bd::student_06e662bd@example.com::Electronics::4th Year,Student_c3189868::student_c3189868@example.com::Electronics::4th Year,Student_e3b64572::student_e3b64572@example.com::Electronics::4th Year",
Room 628,run_adf91595,Female_Electronics_Yr4th Year,0.9834,"Student_8109355b::student_8109355b@example.com::Electronics::4th Year,Student_8f559dbf::student_8f559dbf@example.com::Electronics::4th Year,Student_bdf8c111::student_bdf8c111@example.com::Electronics::4th Year",
Room 629,run_adf91595,Female_Electronics_Yr4th Year,0.9827,"Student_3bc733fc::student_3bc733fc@example.com::Electronics::4th Year,Student_294c8fba::student_294c8fba@example.com::Electronics::4th Year,Student_90bfe63f::student_90bfe63f@example.com::Electronics::4th Year",
Room 630,run_adf91595,Female_Electronics_Yr4th Year,0.9826,"Student_f2b83cd6::student_f2b83cd6@example.com::Electronics::4th Year,Student_c15c3e7c::student_c15c3e7c@example.com::Electronics::4th Year,Student_f5b5b2bc::student_f5b5b2bc@example.com::Electronics::4th Year",
Room 631,run_adf91595,Female_Electronics_Yr4th Year,0.9821,"Student_0ac19a02::student_0ac19a02@example.com::Electronics::4th Year,Student_b0d977f5::student_b0d977f5@example.com::Electronics::4th Year,Student_a80d1669::student_a80d1669@example.com::Electronics::4th Year",
Room 632,run_adf91595,Female_Electronics_Yr4th Year,0.9819,"Student_5f86ccf1::student_5f86ccf1@example.com::Electronics::4th Year,Student_8dd6d382::student_8dd6d382@example.com::Electronics::4th Year,Student_63a18fb2::student_63a18fb2@example.com::Electronics::4th Year",
Room 633,run_adf91595,Female_Electronics_Yr4th Year,0.9819,"Student_b443e486::student_b443e486@example.com::Electronics::4th Year,Student_74980adc::student_74980adc@example.com::Electronics::4th Year,Student_6226f3d5::student_6226f3d5@example.com::Electronics::4th Year",
Room 634,run_adf91595,Female_Electronics_Yr4th Year,0.9818,"Student_10071e9e::student_10071e9e@example.com::Electronics::4th Year,Student_00b032dc::student_00b032dc@example.com::Electronics::4th Year,Student_001e9ab3::student_001e9ab3@example.com::Electronics::4th Year",
Room 635,run_adf91595,Female_Electronics_Yr4th Year,0.9816,"Student_1446112b::student_1446112b@example.com::Electronics::4th Year,Student_a5c899dc::student_a5c899dc@example.com::Electronics::4th Year,Student_24c431b3::student_24c431b3@example.com::Electronics::4th Year",
Room 636,run_adf91595,Female_Electronics_Yr4th Year,0.9813,"Student_95d70e24::student_95d70e24@example.com::Electronics::4th Year,Student_5eb9965e::student_5eb9965e@example.com::Electronics::4th Year,Student_fbc764d0::student_fbc764d0@example.com::Electronics::4th Year",
Room 637,run_adf91595,Female_Electronics_Yr4th Year,0.981,"Student_db8c7328::student_db8c7328@example.com::Electronics::4th Year,Student_55cf74fd::student_55cf74fd@example.com::Electronics::4th Year,Student_c94f91ec::student_c94f91ec@example.com::Electronics::4th Year",
Room 638,run_adf91595,Female_Electronics_Yr4th Year,0.9808,"Student_c25dd4cf::student_c25dd4cf@example.com::Electronics::4th Year,Student_b3ddddd8::student_b3ddddd8@example.com::Electronics::4th Year,Student_481e3daa::student_481e3daa@example.com::Electronics::4th Year",
Room 639,run_adf91595,Female_Electronics_Yr4th Year,0.9806,"Student_3ac4e9da::student_3ac4e9da@example.com::Electronics::4th Year,Student_29eb08a3::student_29eb08a3@example.com::Electronics::4th Year,Student_02e06ed0::student_02e06ed0@example.com::Electronics::4th Year",
Room 640,run_adf91595,Female_Electronics_Yr4th Year,0.9806,"Student_fd1377e9::student_fd1377e9@example.com::Electronics::4th Year,Student_cd2b0752::student_cd2b0752@example.com::Electronics::4th Year,Student_b351df07::student_b351df07@example.com::Electronics::4th Year",
Room 641,run_adf91595,Female_Electronics_Yr4th Year,0.9805,"Student_33f9a120::student_33f9a120@example.com::Electronics::4th Year,Student_ab8a25b0::student_ab8a25b0@example.com::Electronics::4th Year,Student_7e97a396::student_7e97a396@example.com::Electronics::4th Year",
Room 642,run_adf91595,Female_Electronics_Yr4th Year,0.9803,"Student_2aba9850::student_2aba9850@example.com::Electronics::4th Year,Student_0e221ff7::student_0e221ff7@example.com::Electronics::4th Year,Student_2f6be025::student_2f6be025@example.com::Electronics::4th Year",
Room 643,run_adf91595,Female_Electronics_Yr4th Year,0.9799,"Student_9370254b::student_9370254b@example.com::Electronics::4th Year,Student_c9b3a741::student_c9b3a741@example.com::Electronics::4th Year,Student_5f25a8d4::student_5f25a8d4@example.com::Electronics::4th Year",
Room 644,run_adf91595,Female_Electronics_Yr4th Year,0.9795,"Student_e65407b7::student_e65407b7@example.com::Electronics::4th Year,Student_538d4cb2::student_538d4cb2@example.com::Electronics::4th Year,Student_b34a5d08::student_b34a5d08@example.com::Electronics::4th Year",
Room 645,run_adf91595,Female_Electronics_Yr4th Year,0.9793,"Student_f6bbe5f7::student_f6bbe5f7@example.com::Electronics::4th Year,Student_37d6187f::student_37d6187f@example.com::Electronics::4th Year,Student_58dabb3e::student_58dabb3e@example.com::Electronics::4th Year",
Room 646,run_adf91595,Female_Electronics_Yr4th Year,0.9787,"Student_6524ab6d::student_6524ab6d@example.com::Electronics::4th Year,Student_8eef2436::student_8eef2436@example.com::Electronics::4th Year,Student_d92014bd::student_d92014bd@example.com::Electronics::4th Year",
Room 647,run_adf91595,Female_Electronics_Yr4th Year,0.9783,"Student_f9ec01e0::student_f9ec01e0@example.com::Electronics::4th Year,Student_d859e5b5::student_d859e5b5@example.com::Electronics::4th Year,Student_16644867::student_16644867@example.com::Electronics::4th Year",
Room 648,run_adf91595,Female_Electronics_Yr4th Year,0.9783,"Student_4d6b0a3d::student_4d6b0a3d@example.com::Electronics::4th Year,Student_55487b51::student_55487b51@example.com::Electronics::4th Year,Student_d9d5d467::student_d9d5d467@example.com::Electronics::4th Year",
Room 649,run_adf91595,Female_Electronics_Yr4th Year,0.9779,"Student_e0d33e0d::student_e0d33e0d@example.com::Electronics::4th Year,Student_7ea0ba76::student_7ea0ba76@example.com::Electronics::4th Year,Student_8e797b9c::student_8e797b9c@example.com::Electronics::4th Year",
Room 650,run_adf91595,Female_Electronics_Yr4th Year,0.9772,"Student_91e9b79a::student_91e9b79a@example.com::Electronics::4th Year,Student_3d92500c::student_3d92500c@example.com::Electronics::4th Year,Student_c6648218::student_c6648218@example.com::Electronics::4th Year",
Room 651,run_adf91595,Female_Electronics_Yr4th Year,0.9767,"Student_c7a1788d::student_c7a1788d@example.com::Electronics::4th Year,Student_0dc1fb4f::student_0dc1fb4f@example.com::Electronics::4th Year,Student_d451a849::student_d451a849@example.com::Electronics::4th Year",
Room 652,run_adf91595,Female_Electronics_Yr4th Year,0.9766,"Student_08677c43::student_08677c43@example.com::Electronics::4th Year,Student_b469a14c::student_b469a14c@example.com::Electronics::4th Year,Student_3f7265ff::student_3f7265ff@example.com::Electronics::4th Year",
Room 653,run_adf91595,Female_Electronics_Yr4th Year,0.9757,"Student_fdf45c07::student_fdf45c07@example.com::Electronics::4th Year,Student_7dcae946::student_7dcae946@example.com::Electronics::4th Year,Student_e706087d::student_e706087d@example.com::Electronics::4th Year",
Room 654,run_adf91595,Female_Electronics_Yr4th Year,0.9752,"Student_6c3da6df::student_6c3da6df@example.com::Electronics::4th Year,Student_5e100d08::student_5e100d08@example.com::Electronics::4th Year,Student_024e4027::student_024e4027@example.com::Electronics::4th Year",
Room 655,run_adf91595,Female_Electronics_Yr4th Year,0.9751,"Student_55ba93ac::student_55ba93ac@example.com::Electronics::4th Year,Student_ea8e6283::student_ea8e6283@example.com::Electronics::4th Year,Student_8cf04850::student_8cf04850@example.com::Electronics::4th Year",
Room 656,run_adf91595,Female_Electronics_Yr4th Year,0.9737,"Student_b7e59839::student_b7e59839@example.com::Electronics::4th Year,Student_4b8d6be7::student_4b8d6be7@example.com::Electronics::4th Year,Student_2ef2e01a::student_2ef2e01a@example.com::Electronics::4th Year",
Room 657,run_adf91595,Female_Electronics_Yr4th Year,0.9726,"Student_f8174a80::student_f8174a80@example.com::Electronics::4th Year,Student_365e3d21::student_365e3d21@example.com::Electronics::4th Year,Student_e3e96271::student_e3e96271@example.com::Electronics::4th Year",
Room 658,run_adf91595,Female_Electronics_Yr4th Year,0.9709,"Student_f7d7a9d8::student_f7d7a9d8@example.com::Electronics::4th Year,Student_54e5f4d1::student_54e5f4d1@example.com::Electronics::4th Year,Student_ff6045b3::student_ff6045b3@example.com::Electronics::4th Year",
Room 659,run_adf91595,Female_Electronics_Yr4th Year,0.9703,"Student_8887d7ca::student_8887d7ca@example.com::Electronics::4th Year,Student_00c605e5::student_00c605e5@example.com::Electronics::4th Year,Student_c45cc9a4::student_c45cc9a4@example.com::Electronics::4th Year",
Room 660,run_adf91595,Female_Electronics_Yr4th Year,0.9703,"Student_a319baf5::student_a319baf5@example.com::Electronics::4th Year,Student_9ceb6de2::student_9ceb6de2@example.com::Electronics::4th Year,Student_f6d35908::student_f6d35908@example.com::Electronics::4th Year",
Room 661,run_adf91595,Female_Electronics_Yr4th Year,0.9696,"Student_52878ec2::student_52878ec2@example.com::Electronics::4th Year,Student_056fd117::student_056fd117@example.com::Electronics::4th Year,Student_b62e9c5d::student_b62e9c5d@example.com::Electronics::4th Year",
Room 662,run_adf91595,Female_Electronics_Yr4th Year,0.9685,"Student_97a42f85::student_97a42f85@example.com::Electronics::4th Year,Student_ca469553::student_ca469553@example.com::Electronics::4th Year,Student_b4a63578::student_b4a63578@example.com::Electronics::4th Year",
Room 663,run_adf91595,Female_Electronics_Yr4th Year,0.9679,"Student_6e9054ce::student_6e9054ce@example.com::Electronics::4th Year,Student_5ed679a6::student_5ed679a6@example.com::Electronics::4th Year,Student_52da577b::student_52da577b@example.com::Electronics::4th Year",
Room 664,run_adf91595,Female_Electronics_Yr4th Year,0.9676,"Student_1a1780e2::student_1a1780e2@example.com::Electronics::4th Year,Student_3414b2e0::student_3414b2e0@example.com::Electronics::4th Year,Student_7d800299::student_7d800299@example.com::Electronics::4th Year",
Room 665,run_adf91595,Female_Electronics_Yr4th Year,0.9674,"Student_ee266d35::student_ee266d35@example.com::Electronics::4th Year,Student_b6697312::student_b6697312@example.com::Electronics::4th Year,Student_ee68359b::student_ee68359b@example.com::Electronics::4th Year",
Room 666,run_adf91595,Female_Electronics_Yr4th Year,0.9655,"Student_c28cbbaf::student_c28cbbaf@example.com::Electronics::4th Year,Student_3b004d33::student_3b004d33@example.com::Electronics::4th Year,Student_68624edb::student_68624edb@example.com::Electronics::4th Year",
Room 667,run_adf91595,Female_Electronics_Yr4th Year,0.9653,"Student_58dc2b8d::student_58dc2b8d@example.com::Electronics::4th Year,Student_30d36d27::student_30d36d27@example.com::Electronics::4th Year,Student_81f5b201::student_81f5b201@example.com::Electronics::4th Year",
Room 668,run_adf91595,Female_Electronics_Yr4th Year,0.9644,"Student_01ea7ef2::student_01ea7ef2@example.com::Electronics::4th Year,Student_34f3a4da::student_34f3a4da@example.com::Electronics::4th Year,Student_a6ba867a::student_a6ba867a@example.com::Electronics::4th Year",
Room 669,run_adf91595,Female_Electronics_Yr4th Year,0.9631,"Student_0c1acfb7::student_0c1acfb7@example.com::Electronics::4th Year,Student_fda2d7ab::student_fda2d7ab@example.com::Electronics::4th Year,Student_ffa13437::student_ffa13437@example.com::Electronics::4th Year",
Room 670,run_adf91595,Female_Electronics_Yr4th Year,0.9593,"Student_f0b5bccf::student_f0b5bccf@example.com::Electronics::4th Year,Student_4412fa03::student_4412fa03@example.com::Electronics::4th Year,Student_022c29f7::student_022c29f7@example.com::Electronics::4th Year",
Room 671,run_adf91595,Female_Electronics_Yr4th Year,0.9591,"Student_fa4ee416::student_fa4ee416@example.com::Electronics::4th Year,Student_6422f922::student_6422f922@example.com::Electronics::4th Year,Student_5ee013e1::student_5ee013e1@example.com::Electronics::4th Year",
Room 672,run_adf91595,Female_Electronics_Yr4th Year,0.9588,"Student_55934b19::student_55934b19@example.com::Electronics::4th Year,Student_3d03afdf::student_3d03afdf@example.com::Electronics::4th Year,Student_e241b206::student_e241b206@example.com::Electronics::4th Year",
Room 673,run_adf91595,Female_Electronics_Yr4th Year,0.9513,"Student_bf414b2d::student_bf414b2d@example.com::Electronics::4th Year,Student_7fef5de7::student_7fef5de7@example.com::Electronics::4th Year,Student_5173b5ef::student_5173b5ef@example.com::Electronics::4th Year",
Room 674,run_adf91595,Female_Electronics_Yr4th Year,0.9509,"Student_130765bb::student_130765bb@example.com::Electronics::4th Year,Student_aa20634e::student_aa20634e@example.com::Electronics::4th Year,Student_edeb70e2::student_edeb70e2@example.com::Electronics::4th Year",
Room 675,run_adf91595,Female_Electronics_Yr4th Year,0.9492,"Student_f80a2aaa::student_f80a2aaa@example.com::Electronics::4th Year,Student_baa04830::student_baa04830@example.com::Electronics::4th Year,Student_6b72fee0::student_6b72fee0@example.com::Electronics::4th Year",
Room 676,run_adf91595,Female_Electronics_Yr4th Year,0.9243,"Student_0506ac8f::student_0506ac8f@example.com::Electronics::4th Year,Student_15f4aebe::student_15f4aebe@example.com::Electronics::4th Year,Student_a44eae78::student_a44eae78@example.com::Electronics::4th Year",
Room 677,run_adf91595,Female_Electronics_Yr4th Year,0.8986,"Student_6f4ec4a5::student_6f4ec4a5@example.com::Electronics::4th Year,Student_ecdf1598::student_ecdf1598@example.com::Electronics::4th Year,Student_abd2af4f::student_abd2af4f@example.com::Electronics::4th Year",
Room 678,run_adf91595,Female_Electronics_Yr4th Year,0.8886,"Student_164881b5::student_164881b5@example.com::Electronics::4th Year,Student_006952bd::student_006952bd@example.com::Electronics::4th Year,Student_a7edf666::student_a7edf666@example.com::Electronics::4th Year",
Room 679,run_adf91595,Male_Mechanical_Yr3rd Year,0.9989,"Student_b7ae218a::student_b7ae218a@example.com::Mechanical::3rd Year,Student_426a375e::student_426a375e@example.com::Mechanical::3rd Year,Student_1a3beecc::student_1a3beecc@example.com::Mechanical::3rd Year",
Room 680,run_adf91595,Male_Mechanical_Yr3rd Year,0.9986,"Student_5d892a55::student_5d892a55@example.com::Mechanical::3rd Year,Student_93bba9fa::student_93bba9fa@example.com::Mechanical::3rd Year,Student_0c677fe3::student_0c677fe3@example.com::Mechanical::3rd Year",
Room 681,run_adf91595,Male_Mechanical_Yr3rd Year,0.9986,"Student_f786d11f::student_f786d11f@example.com::Mechanical::3rd Year,Student_52cdfe63::student_52cdfe63@example.com::Mechanical::3rd Year,Student_ff0d5806::student_ff0d5806@example.com::Mechanical::3rd Year",
Room 682,run_adf91595,Male_Mechanical_Yr3rd Year,0.9982,"Student_2e0d466e::student_2e0d466e@example.com::Mechanical::3rd Year,Student_cceab712::student_cceab712@example.com::Mechanical::3rd Year,Student_570cc94d::student_570cc94d@example.com::Mechanical::3rd Year",
Room 683,run_adf91595,Male_Mechanical_Yr3rd Year,0.9982,"Student_de7d8f78::student_de7d8f78@example.com::Mechanical::3rd Year,Student_80d4557d::student_80d4557d@example.com::Mechanical::3rd Year,Student_020807d3::student_020807d3@example.com::Mechanical::3rd Year",
Room 684,run_adf91595,Male_Mechanical_Yr3rd Year,0.998,"Student_5e2e61e2::student_5e2e61e2@example.com::Mechanical::3rd Year,Student_a9dbb0d3::student_a9dbb0d3@example.com::Mechanical::3rd Year,Student_5b09a346::student_5b09a346@example.com::Mechanical::3rd Year",
Room 685,run_adf91595,Male_Mechanical_Yr3rd Year,0.9972,"Student_0ff08f6a::student_0ff08f6a@example.com::Mechanical::3rd Year,Student_1a240b07::student_1a240b07@example.com::Mechanical::3rd Year,Student_1c2938f2::student_1c2938f2@example.com::Mechanical::3rd Year",
Room 686,run_adf91595,Male_Mechanical_Yr3rd Year,0.9971,"Student_b4b23a19::student_b4b23a19@example.com::Mechanical::3rd Year,Student_9f5859b7::student_9f5859b7@example.com::Mechanical::3rd Year,Student_229c03f9::student_229c03f9@example.com::Mechanical::3rd Year",
Room 687,run_adf91595,Male_Mechanical_Yr3rd Year,0.997,"Student_ed337a1d::student_ed337a1d@example.com::Mechanical::3rd Year,Student_ee78b322::student_ee78b322@example.com::Mechanical::3rd Year,Student_c956ea23::student_c956ea23@example.com::Mechanical::3rd Year",
Room 688,run_adf91595,Male_Mechanical_Yr3rd Year,0.9969,"Student_c6331f51::student_c6331f51@example.com::Mechanical::3rd Year,Student_c5a7ad5e::student_c5a7ad5e@example.com::Mechanical::3rd Year,Student_eabf4ad4::student_eabf4ad4@example.com::Mechanical::3rd Year",
Room 689,run_adf91595,Male_Mechanical_Yr3rd Year,0.9969,"Student_d6f47f43::student_d6f47f43@example.com::Mechanical::3rd Year,Student_18aa80db::student_18aa80db@example.com::Mechanical::3rd Year,Student_3a0b30b1::student_3a0b30b1@example.com::Mechanical::3rd Year",
Room 690,run_adf91595,Male_Mechanical_Yr3rd Year,0.9966,"Student_27f30739::student_27f30739@example.com::Mechanical::3rd Year,Student_009ac63a::student_009ac63a@example.com::Mechanical::3rd Year,Student_37b9bdba::student_37b9bdba@example.com::Mechanical::3rd Year",
Room 691,run_adf91595,Male_Mechanical_Yr3rd Year,0.9964,"Student_6e3efc4f::student_6e3efc4f@example.com::Mechanical::3rd Year,Student_edb1f497::student_edb1f497@example.com::Mechanical::3rd Year,Student_f0b22db4::student_f0b22db4@example.com::Mechanical::3rd Year",
Room 692,run_adf91595,Male_Mechanical_Yr3rd Year,0.9964,"Student_fb96b96b::student_fb96b96b@example.com::Mechanical::3rd Year,Student_cd0e773e::student_cd0e773e@example.com::Mechanical::3rd Year,Student_abaa77a4::student_abaa77a4@example.com::Mechanical::3rd Year",
Room 693,run_adf91595,Male_Mechanical_Yr3rd Year,0.9962,"Student_00369fa1::student_00369fa1@example.com::Mechanical::3rd Year,Student_0af7e31e::student_0af7e31e@example.com::Mechanical::3rd Year,Student_24b6a293::student_24b6a293@example.com::Mechanical::3rd Year",
Room 694,run_adf91595,Male_Mechanical_Yr3rd Year,0.9962,"Student_6389bea7::student_6389bea7@example.com::Mechanical::3rd Year,Student_cd454081::student_cd454081@example.com::Mechanical::3rd Year,Student_7ef28e3a::student_7ef28e3a@example.com::Mechanical::3rd Year",
Room 695,run_adf91595,Male_Mechanical_Yr3rd Year,0.9961,"Student_10fb5e0e::student_10fb5e0e@example.com::Mechanical::3rd Year,Student_a25e62b8::student_a25e62b8@example.com::Mechanical::3rd Year,Student_f535c8aa::student_f535c8aa@example.com::Mechanical::3rd Year",
Room 696,run_adf91595,Male_Mechanical_Yr3rd Year,0.9961,"Student_44bad00f::student_44bad00f@example.com::Mechanical::3rd Year,Student_85153bbb::student_85153bbb@example.com::Mechanical::3rd Year,Student_7999ac28::student_7999ac28@example.com::Mechanical::3rd Year",
Room 697,run_adf91595,Male_Mechanical_Yr3rd Year,0.996,"Student_efe6b9fd::student_efe6b9fd@example.com::Mechanical::3rd Year,Student_20094360::student_20094360@example.com::Mechanical::3rd Year,Student_b5b60140::student_b5b60140@example.com::Mechanical::3rd Year",
Room 698,run_adf91595,Male_Mechanical_Yr3rd Year,0.996,"Student_c0424e78::student_c0424e78@example.com::Mechanical::3rd Year,Student_bc792a75::student_bc792a75@example.com::Mechanical::3rd Year,Student_3c4582f5::student_3c4582f5@example.com::Mechanical::3rd Year",
Room 699,run_adf91595,Male_Mechanical_Yr3rd Year,0.9958,"Student_f4130f4a::student_f4130f4a@example.com::Mechanical::3rd Year,Student_3a964c76::student_3a964c76@example.com::Mechanical::3rd Year,Student_c1f9e45f::student_c1f9e45f@example.com::Mechanical::3rd Year",
